,TransactionID,CustomerID,TransactionType,Amount,Date,Branch,Region,CustomerSegment
3472,TXN03473,056de195-1f81-4097-8b2a-3730a0a2e9bd,Withdrawal,2405.19,2025-06-10,Maadi,Mansoura,Regular
3473,TXN03474,4bf70dc6-8b6d-4a25-9a52-1aa20b660bcd,Withdrawal,1325.92,2024-09-02,Zamalek,Cairo,New
3474,TXN03475,6a5018b5-d623-4671-a2ee-d64b82f47196,Purchase,452.07,2024-09-18,New Cairo,Assiut,Regular
3475,TXN03476,0624ebdf-396c-4f79-a983-c62e004f5362,Withdrawal,9606.93,2024-10-21,Maadi,Cairo,New
3476,TXN03477,5a7284a2-25ba-4795-a2a8-76d76d58bf63,Purchase,2415.42,2025-04-05,New Cairo,Mansoura,Regular
3477,TXN03478,e1057ec8-ebf3-4f99-b9d3-8f2b496ec0c9,Purchase,4305.24,2025-04-16,Nasr City,Assiut,VIP
3478,TXN03479,b7007ce3-e25c-4f9c-afcf-ea4d627e91e1,Withdrawal,6199.2,2025-06-09,Nasr City,Alexandria,Regular
3479,TXN03480,2b6838e3-7de7-441a-9cc6-d08ae6d037c6,Deposit,7556.85,2024-09-05,Heliopolis,Alexandria,Regular
3480,TXN03481,f4b28643-f4da-4cc8-9a0b-6310397a4dc8,Purchase,2888.64,2024-11-11,Maadi,Assiut,VIP
3481,TXN03482,556efce4-9d9e-4da2-9387-bcda5b7887ed,Purchase,3314.11,2024-09-08,Nasr City,Alexandria,New
3482,TXN03483,eb7cd628-ecb9-48f7-ac5e-ac705c494d63,Withdrawal,9021.53,2024-08-26,Maadi,Cairo,VIP
3483,TXN03484,26aeaf29-9ac0-4e26-8b18-c73ce545281b,Deposit,9540.41,2024-10-02,Maadi,Alexandria,New
3484,TXN03485,99802368-55b8-4720-87cd-94446dba9754,Deposit,2252.88,2024-10-03,Nasr City,Assiut,VIP
3485,TXN03486,e4a35a10-2674-41ff-acdc-d3beadef5777,Purchase,7428.44,2025-04-10,Zamalek,Giza,Regular
3486,TXN03487,d14bc771-9ff0-487a-8d33-4878afe9c3dc,Withdrawal,7431.04,2024-11-13,New Cairo,Cairo,Regular
3487,TXN03488,45665e79-1a9a-4b54-a01a-5b5e592fcdc6,Deposit,625.73,2025-07-15,Zamalek,Cairo,New
3488,TXN03489,eed15809-5e7e-4813-a967-3fe17fcee629,Deposit,3477.23,2024-11-05,Zamalek,Alexandria,Regular
3489,TXN03490,cc76864a-b618-41c5-a830-257dcf8b4eb2,Withdrawal,8858.82,2024-08-23,Nasr City,Alexandria,VIP
3490,TXN03491,eedf4f78-dc99-4976-808e-c990c9f279a8,Purchase,6472.97,2024-09-20,Zamalek,Giza,Regular
3491,TXN03492,51fc4c23-2586-4cd1-a7e6-0e4ec71cdac2,Withdrawal,9438.76,2024-09-20,Heliopolis,Assiut,New
3492,TXN03493,cbfe68f0-b8a9-4704-b25a-a10d63fe557c,Withdrawal,7500.54,2025-05-26,Nasr City,Giza,Regular
3493,TXN03494,113b776e-d08c-431e-ba7a-852ef9f15e65,Withdrawal,8004.05,2024-09-06,Maadi,Giza,New
3494,TXN03495,ba098484-f5a7-420d-ad6d-91e193ed82c5,Withdrawal,4066.17,2024-11-10,Heliopolis,Cairo,Regular
3495,TXN03496,fea95b73-52b3-40d1-9727-89242508f357,Deposit,6615.64,2024-09-12,New Cairo,Assiut,VIP
3496,TXN03497,5a449143-6290-4017-847d-336f2e8f2f7f,Deposit,5883.53,2024-11-26,Zamalek,Assiut,New
3497,TXN03498,b184071c-7b35-49f9-ac80-423a7e8450d7,Deposit,7632.96,2025-01-01,Zamalek,Cairo,New
3498,TXN03499,555df8c6-a2f8-4dea-8b22-eb8d9a0bd63d,Purchase,4083.14,2024-09-16,Maadi,Cairo,New
3499,TXN03500,ebee4c80-a769-4b2d-b1ab-f7a0cd591b8c,Deposit,6278.7,2024-10-28,Nasr City,Giza,New
3500,TXN03501,7f421889-8ca1-4f75-ab2d-470a62186d10,Deposit,2638.01,2025-02-19,Heliopolis,Assiut,New
3501,TXN03502,894539ec-8850-4e9d-be1b-203488a5316f,Withdrawal,8561.46,2025-06-09,Heliopolis,Giza,New
3502,TXN03503,94ba0d7c-1567-488e-a276-ee873ae8c8f8,Withdrawal,5128.1,2025-04-28,Maadi,Assiut,Regular
3503,TXN03504,c6cec51b-93ef-45c4-86e5-edf46bfdc189,Withdrawal,6677.77,2025-04-20,Heliopolis,Cairo,New
3504,TXN03505,b3fdec76-3826-45ad-bf8f-81eacfb0d68d,Deposit,2666.14,2024-08-27,Heliopolis,Mansoura,Regular
3505,TXN03506,340a22d7-00bb-4543-9c98-fd573c359ce2,Purchase,6232.62,2025-06-20,Zamalek,Mansoura,New
3506,TXN03507,79533cb7-8ef1-4114-9cc6-24ef04643f52,Withdrawal,8334.84,2024-09-14,Nasr City,Assiut,VIP
3507,TXN03508,e94f03ec-0f40-46a2-9c33-345debc05f02,Deposit,1823.5,2024-12-07,Heliopolis,Mansoura,Regular
3508,TXN03509,dde4cd87-d96d-4200-9947-c72a5c613985,Purchase,2172.58,2025-05-23,Heliopolis,Giza,Regular
3509,TXN03510,75dc037d-4b71-481f-a3ac-64e5d1aaab53,Purchase,7810.86,2024-09-18,Zamalek,Giza,Regular
3510,TXN03511,f8c92b4a-8d2f-4114-9a72-ab37d5d318cf,Withdrawal,2557.82,2025-07-21,New Cairo,Giza,New
3511,TXN03512,35f2e254-3e14-4f6a-abcb-b347e9b758ee,Withdrawal,1796.06,2025-06-11,Maadi,Mansoura,Regular
3512,TXN03513,2346f26d-bf3b-4681-8e4d-364e397e8bfb,Purchase,3312.82,2024-09-08,Maadi,Alexandria,New
3513,TXN03514,24a0aaad-b436-48fb-b21e-afabf64909e8,Deposit,4246.32,2024-12-18,New Cairo,Mansoura,Regular
3514,TXN03515,f7048d14-b235-4615-86be-ab4abbab3b0e,Purchase,6090.3,2025-01-05,Nasr City,Assiut,New
3515,TXN03516,1b2375d0-b38f-40f2-8dd8-67e55f26b2a6,Withdrawal,4410.23,2025-04-08,Zamalek,Giza,VIP
3516,TXN03517,d66248bf-7a11-4e56-92e2-9c2a94e4339d,Withdrawal,5854.41,2025-03-12,Heliopolis,Cairo,VIP
3517,TXN03518,259a5d6c-07ba-408b-a87e-09f1ded7945e,Withdrawal,7733.99,2024-12-13,Maadi,Giza,VIP
3518,TXN03519,13ba8d24-3ebb-427c-9438-e799242ac30f,Withdrawal,1920.89,2024-07-29,Nasr City,Assiut,Regular
3519,TXN03520,6a9f687a-d04f-4197-94c0-df2891b5fcb4,Purchase,3673.81,2024-09-21,Maadi,Giza,New
3520,TXN03521,be59d035-7842-4071-aeb3-5f6ac3f26a39,Deposit,8358.21,2024-09-17,Maadi,Assiut,Regular
3521,TXN03522,f2e2503a-b2d5-45d1-8706-f724bf83f2d4,Purchase,5949.81,2024-11-18,Heliopolis,Giza,Regular
3522,TXN03523,565bb785-b8f9-45fc-a959-8983785e02ee,Purchase,7289.98,2025-01-13,Nasr City,Mansoura,New
3523,TXN03524,0361b157-b1fb-4587-a514-b3fcc809a0b4,Withdrawal,5470.46,2024-11-13,New Cairo,Mansoura,VIP
3524,TXN03525,e19383a9-0f5c-465a-a7e8-3b871c7bf8eb,Withdrawal,9691.92,2025-03-31,Heliopolis,Assiut,Regular
3525,TXN03526,2c6fc084-c04a-4f68-9aab-1efb0838f528,Purchase,6546.97,2025-02-05,Zamalek,Cairo,New
3526,TXN03527,d52a85c8-6579-4c22-82c8-37b6290c9e51,Purchase,8169.15,2025-01-05,Zamalek,Assiut,VIP
3527,TXN03528,744cc6ae-e03f-4f2c-b2bf-fc3fae0e289b,Purchase,3484.15,2025-02-25,Maadi,Cairo,VIP
3528,TXN03529,eb4d6df5-420f-49a8-945b-4e9bb61ec0ed,Deposit,319.19,2025-03-04,Maadi,Assiut,Regular
3529,TXN03530,3a314e67-b598-4577-8e58-3dde807ab658,Purchase,8773.39,2025-01-05,Maadi,Cairo,Regular
3530,TXN03531,f91e8b9b-4596-4e76-a824-162dee7385d8,Withdrawal,9758.22,2024-08-29,New Cairo,Cairo,New
3531,TXN03532,f37985df-fa59-407b-a0a7-ca57858117a1,Withdrawal,8178.64,2024-09-11,Maadi,Assiut,New
3532,TXN03533,9e79a6fe-6680-45e3-b63c-bc32be3e1402,Withdrawal,6275.22,2024-08-15,Heliopolis,Cairo,New
3533,TXN03534,d28faf65-2f06-4e12-a46d-2e33380a402d,Purchase,2120.09,2025-05-10,Zamalek,Giza,New
3534,TXN03535,d77a80b8-9ae6-4efe-8f2d-e908f9da4f55,Deposit,7220.72,2024-08-23,Nasr City,Mansoura,VIP
3535,TXN03536,7a37f3d6-77eb-4d89-b142-de87d109ffe5,Withdrawal,4320.35,2024-11-23,Heliopolis,Mansoura,New
3536,TXN03537,d3c6e5a0-67b4-4019-a452-f530a7175804,Purchase,3318.62,2024-12-19,Heliopolis,Cairo,New
3537,TXN03538,5f1930e0-cda7-4451-8dfe-f6332a31edfd,Deposit,6779.61,2025-04-02,Heliopolis,Alexandria,Regular
3538,TXN03539,1bc02912-4519-42c4-b1d9-dd326c99ce56,Purchase,5273.99,2024-09-03,New Cairo,Alexandria,VIP
3539,TXN03540,c75f41dc-9a6a-4bb1-9cda-038513eb4358,Deposit,4036.27,2025-06-18,Maadi,Mansoura,Regular
3540,TXN03541,483eb6a1-3d51-4528-872e-35dd55e17880,Withdrawal,2144.12,2024-09-26,New Cairo,Giza,New
3541,TXN03542,363fbae9-10b8-41c5-9b41-42aa8aa431e9,Purchase,9663.76,2025-03-13,Maadi,Alexandria,New
3542,TXN03543,4f227efa-e8e1-4f98-81ab-639802cf63a8,Purchase,6016.4,2024-10-05,Nasr City,Giza,New
3543,TXN03544,ede02d33-a36d-4567-b3a4-4f408d3ba57f,Purchase,5820.47,2024-08-06,New Cairo,Assiut,VIP
3544,TXN03545,fa069889-15c5-4392-84e8-31e13d869ad2,Deposit,298.99,2025-03-03,Maadi,Alexandria,New
3545,TXN03546,fc8ade6a-9051-485e-8b7c-e5c690968629,Deposit,622.64,2025-05-27,Nasr City,Mansoura,VIP
3546,TXN03547,50885581-0c4c-4edf-8bb1-b9847bdac670,Withdrawal,319.14,2024-08-30,Zamalek,Assiut,VIP
3547,TXN03548,fb04c6b1-022b-4960-8f00-ba6af189d0b1,Deposit,2576.93,2024-12-10,New Cairo,Giza,New
3548,TXN03549,65ec4424-f56f-4bb1-884b-824bc06e1029,Purchase,6346.32,2025-02-04,New Cairo,Cairo,Regular
3549,TXN03550,6401118d-c078-4c3e-9081-440731e3e608,Withdrawal,3183.19,2025-05-02,Nasr City,Cairo,New
3550,TXN03551,b3e1511b-2128-44c5-b94e-485d5b182716,Withdrawal,8223.58,2025-04-13,Nasr City,Cairo,VIP
3551,TXN03552,e581c1bc-6843-4e98-94d1-44d518ede297,Purchase,9321.38,2025-05-08,Zamalek,Cairo,VIP
3552,TXN03553,ceb7f2d6-808e-4df2-99db-533e80ea83af,Withdrawal,1033.9,2025-05-22,Maadi,Mansoura,VIP
3553,TXN03554,cbcb3293-9651-4240-8610-3d842672a20c,Deposit,7283.64,2024-12-20,Maadi,Alexandria,VIP
3554,TXN03555,da1e72b2-de6a-4c6e-961b-92217a199807,Purchase,8709.2,2024-08-08,New Cairo,Assiut,VIP
3555,TXN03556,aeb00fb9-26cb-4e99-a945-e93a4a454398,Withdrawal,7977.31,2025-01-20,Heliopolis,Cairo,New
3556,TXN03557,17e1e8f6-a03e-4003-a29c-b897142925a0,Purchase,8742.96,2025-04-30,New Cairo,Giza,VIP
3557,TXN03558,ceb6bfdc-3734-478d-a268-2c9f3b482d28,Purchase,9753.14,2025-04-15,Zamalek,Cairo,Regular
3558,TXN03559,b7f330ad-c4d1-4310-a40f-92a4a77af8cb,Deposit,262.66,2024-09-25,Heliopolis,Assiut,Regular
3559,TXN03560,842c49fa-806a-49ad-b6b2-e778fe508d4d,Deposit,7210.07,2025-05-04,New Cairo,Assiut,VIP
3560,TXN03561,ee235eb0-85f6-4467-a6c1-d1369bd65068,Withdrawal,9311.67,2025-05-19,Maadi,Cairo,New
3561,TXN03562,21962a11-c90c-41d3-b28e-10025766fe0c,Deposit,7978.25,2024-12-03,Heliopolis,Giza,VIP
3562,TXN03563,db1fb4d4-9f9b-47bd-9c3d-b15c4a74982e,Purchase,5391.37,2025-07-25,Heliopolis,Giza,Regular
3563,TXN03564,b6779a11-e403-499b-8a3e-49186e4f8ea3,Purchase,4927.26,2025-05-21,Heliopolis,Alexandria,New
3564,TXN03565,357544ee-3d36-4abf-a33b-ffffaed0cbcf,Deposit,3971.33,2025-03-19,Heliopolis,Assiut,Regular
3565,TXN03566,2703c75d-f540-438e-9333-16799b5c4b58,Purchase,7949.66,2025-03-02,Heliopolis,Giza,Regular
3566,TXN03567,18ef9a28-7f5d-47f8-be91-4b95a0b6d265,Deposit,1798.33,2025-06-02,Maadi,Mansoura,VIP
3567,TXN03568,ded64d2a-c42d-4f03-a482-e8d103d33907,Purchase,8949.99,2024-11-22,Heliopolis,Assiut,New
3568,TXN03569,cc214b4e-f80c-4b1a-9e16-afca8c111ba4,Withdrawal,6982.11,2025-05-24,Zamalek,Cairo,New
3569,TXN03570,1817dac5-7fb8-46c6-9650-9f14e5278ea2,Withdrawal,7770.11,2025-01-17,Nasr City,Cairo,VIP
3570,TXN03571,4bacfa4a-ef1e-4acf-ab72-9d66504fde7c,Purchase,644.94,2024-09-25,Zamalek,Giza,VIP
3571,TXN03572,5d0314d8-9396-4405-87b5-c4cd11730df2,Withdrawal,7987.81,2024-12-09,New Cairo,Cairo,Regular
3572,TXN03573,b5ed7ce8-2ddf-4675-9235-d52e16d7ba54,Withdrawal,5188.36,2025-05-20,Zamalek,Cairo,New
3573,TXN03574,7927a136-fc73-4358-8208-9fc875f321cb,Withdrawal,239.06,2024-11-01,Zamalek,Giza,VIP
3574,TXN03575,a6798ab0-7129-42f6-a06c-a678c35d8f64,Withdrawal,2833.93,2025-07-18,Heliopolis,Cairo,Regular
3575,TXN03576,f8c01007-1fbc-4004-b098-aa1f23f459be,Purchase,2859.87,2025-03-02,New Cairo,Cairo,VIP
3576,TXN03577,dbe7a333-5d0c-4205-8a22-be567cfe8ab0,Withdrawal,4288.59,2024-11-13,Nasr City,Alexandria,Regular
3577,TXN03578,9ea393ea-db64-4a33-a8b6-66d666a3f3db,Withdrawal,9485.81,2025-07-16,Nasr City,Mansoura,Regular
3578,TXN03579,5de22a7d-70da-4528-a105-1c60ae3acdf2,Withdrawal,6400.94,2025-02-09,New Cairo,Alexandria,VIP
3579,TXN03580,504b10c8-f3b9-47f2-9fe7-e068d847260b,Purchase,7134.32,2024-12-17,New Cairo,Assiut,Regular
3580,TXN03581,8185716a-69c7-48ee-aea4-b7d6155fa2f4,Withdrawal,7334.96,2025-01-15,Zamalek,Assiut,VIP
3581,TXN03582,fdc2705c-e023-482a-a09d-d9e84348a887,Deposit,9018.06,2025-04-16,Heliopolis,Alexandria,Regular
3582,TXN03583,a4d47431-fa38-45a0-9ee0-8a700aecc94d,Deposit,2295.3,2024-08-16,Zamalek,Assiut,VIP
3583,TXN03584,b32281f3-3eac-4015-8a64-25fcbdb4f711,Deposit,9030.9,2025-06-08,Zamalek,Cairo,VIP
3584,TXN03585,da622059-2791-43f4-8208-8c918f909d9d,Deposit,8150.15,2024-09-03,Maadi,Cairo,VIP
3585,TXN03586,91f448bb-2880-4cff-a035-d9af4a68bbad,Deposit,3173.82,2024-12-27,New Cairo,Giza,VIP
3586,TXN03587,63629509-3919-43be-92ae-bb0eda948cdf,Deposit,1146.94,2025-06-29,Zamalek,Assiut,Regular
3587,TXN03588,5953ff90-17ef-4203-ab4d-738c7657e37c,Purchase,1281.43,2025-01-21,Maadi,Alexandria,VIP
3588,TXN03589,e66eb0e2-88fd-4890-a479-dce277eee00f,Purchase,6538.0,2025-06-07,Maadi,Giza,VIP
3589,TXN03590,2e266519-15f8-4768-9bef-39f177009b2e,Withdrawal,3967.26,2025-05-05,Zamalek,Giza,VIP
3590,TXN03591,ec285a93-f5a4-4270-aade-ae691bbcb748,Withdrawal,4682.58,2024-12-26,Nasr City,Alexandria,New
3591,TXN03592,66ca0baf-3310-480a-aee0-95d5c4a9d8ac,Purchase,8461.82,2024-11-29,Heliopolis,Alexandria,VIP
3592,TXN03593,ff169376-57a9-41b3-9139-94a1108134dc,Purchase,3933.0,2025-03-16,Maadi,Cairo,VIP
3593,TXN03594,bdc4d680-b3c9-4502-b66f-42687c7dd490,Withdrawal,9066.23,2025-01-25,Heliopolis,Alexandria,New
3594,TXN03595,09ccdf05-745f-4433-8743-968f1d447f41,Withdrawal,1604.44,2025-02-21,Maadi,Cairo,VIP
3595,TXN03596,2540647b-784f-4b14-b2d3-1a6527dea64c,Withdrawal,6710.3,2025-03-30,Maadi,Mansoura,New
3596,TXN03597,0804ccea-9175-4c63-91f7-c01736a5faba,Deposit,2215.51,2025-03-15,Nasr City,Alexandria,New
3597,TXN03598,efbbd216-0ff9-4696-a15a-58bdc632554b,Withdrawal,8345.85,2025-06-04,Heliopolis,Cairo,Regular
3598,TXN03599,fa82f65d-6e1b-4be2-8a20-8c075c8aca1b,Purchase,4492.37,2025-01-24,New Cairo,Giza,VIP
3599,TXN03600,de36992f-3624-45c1-8dd8-063b36a2bf69,Withdrawal,682.63,2024-08-02,Maadi,Giza,VIP
3600,TXN03601,6c44821e-af05-4764-8234-af07f3e08b1f,Purchase,7976.93,2024-11-06,Nasr City,Assiut,New
3601,TXN03602,15663d1a-2d15-420b-a2bc-67154087be6a,Deposit,7915.46,2024-09-18,Nasr City,Cairo,New
3602,TXN03603,14eae37c-67b2-416c-861e-a8aa11baf616,Withdrawal,6905.81,2024-11-17,New Cairo,Giza,New
3603,TXN03604,df0ccde7-7390-4263-b653-2dbadfafc6cf,Deposit,5382.25,2025-01-04,Zamalek,Cairo,New
3604,TXN03605,e4a07521-ab6d-40aa-b6cf-94298657d8ff,Withdrawal,699.7,2024-11-02,Nasr City,Assiut,VIP
3605,TXN03606,17aa3aee-0dc2-4df3-949e-dd912f1fc132,Withdrawal,121.2,2025-07-07,Nasr City,Assiut,VIP
3606,TXN03607,f69f239b-578e-411f-adb4-6c7fe6d1fe21,Withdrawal,6211.77,2025-05-13,Zamalek,Mansoura,VIP
3607,TXN03608,596a2b36-32d7-4c22-aa1e-da7b4c01f701,Purchase,3772.42,2025-07-25,Heliopolis,Assiut,VIP
3608,TXN03609,8916f0b7-79ba-447e-bb4b-caf86b4a3541,Purchase,8200.77,2025-04-18,Nasr City,Mansoura,Regular
3609,TXN03610,b25a4809-f730-452e-a922-ecb0c8aae0c8,Purchase,5081.71,2025-01-10,Zamalek,Mansoura,New
3610,TXN03611,92004957-b161-4d16-a9a0-02a45acd1e90,Withdrawal,7037.38,2024-12-23,New Cairo,Cairo,New
3611,TXN03612,c8776e4b-8f97-421d-828a-df1cd2b12838,Purchase,7303.8,2025-07-07,Zamalek,Mansoura,Regular
3612,TXN03613,b9046b52-13eb-4599-b2d4-d3a598dd6c3c,Deposit,6034.09,2025-04-10,Heliopolis,Assiut,New
3613,TXN03614,52e0234e-2505-42b6-9dd3-c15a9417e0f5,Deposit,1178.31,2025-04-08,Maadi,Cairo,Regular
3614,TXN03615,bbfecb11-f060-46a1-92d1-2566fc829c09,Withdrawal,9679.5,2025-05-09,New Cairo,Assiut,Regular
3615,TXN03616,5107256e-bbae-4fbd-bc99-a291d34298be,Deposit,7253.71,2024-07-30,New Cairo,Giza,Regular
3616,TXN03617,ef0ec9cb-756a-4e2d-a581-18d126879443,Withdrawal,6289.62,2024-09-20,Heliopolis,Mansoura,VIP
3617,TXN03618,1d15571c-5100-4ab9-9d42-da677fdbabc1,Deposit,6291.79,2025-05-28,New Cairo,Assiut,Regular
3618,TXN03619,43470982-6808-4471-ac87-ae14f8505ae9,Deposit,8186.08,2025-02-12,New Cairo,Alexandria,VIP
3619,TXN03620,7357d500-fcfd-448c-80f0-f7feb8e7bcf5,Withdrawal,1592.74,2025-06-13,Zamalek,Mansoura,Regular
3620,TXN03621,730733d5-a261-478d-a02f-00a8db75dada,Purchase,8169.87,2025-03-30,New Cairo,Mansoura,VIP
3621,TXN03622,09572517-18f2-4999-9410-8438f82e5e1b,Withdrawal,5499.26,2024-10-17,Nasr City,Mansoura,New
3622,TXN03623,6b90a95b-300a-491a-baa1-d736bee6b06e,Purchase,4553.96,2025-04-21,Nasr City,Giza,New
3623,TXN03624,99d76c9c-2a85-48d1-863e-0e478bcc4e8d,Deposit,217.66,2024-12-18,Heliopolis,Alexandria,New
3624,TXN03625,f3cef8b7-35b3-4874-991c-228f3754c5ec,Purchase,4507.74,2024-10-07,Maadi,Cairo,Regular
3625,TXN03626,f481b9cb-93ab-4d5e-adfc-1dc4f8c43f7a,Withdrawal,4838.92,2024-07-30,Zamalek,Giza,Regular
3626,TXN03627,04251c71-5d21-4235-9053-d7f45ec91fdc,Deposit,8470.92,2024-11-19,Nasr City,Mansoura,Regular
3627,TXN03628,d1ad5c22-8088-47de-8e95-4929e58b2d2d,Withdrawal,2401.66,2025-06-27,Heliopolis,Giza,VIP
3628,TXN03629,a61f135f-7fc7-46f0-b306-72dc1fef4fb0,Purchase,8430.29,2025-01-18,New Cairo,Alexandria,Regular
3629,TXN03630,5a2a83bd-5a0a-4917-a90f-1c3c69ff6cc0,Deposit,3114.24,2025-06-11,Nasr City,Assiut,Regular
3630,TXN03631,f95ca96d-85ee-451c-ad04-73e78adf1e46,Purchase,3671.56,2025-05-18,Nasr City,Cairo,Regular
3631,TXN03632,2d02223f-ed25-42e5-9d06-78b755f8bbb8,Deposit,9683.33,2025-01-19,New Cairo,Giza,VIP
3632,TXN03633,8d814215-2d49-4058-9f84-e3c56daa8c7e,Deposit,5970.56,2025-03-13,Zamalek,Giza,New
3633,TXN03634,61ae2255-6f95-4489-8af2-820e29a3e5f6,Deposit,5222.97,2024-11-12,Heliopolis,Cairo,Regular
3634,TXN03635,ae26f348-b044-4b1b-a8db-e9a1d857ec60,Withdrawal,3763.5,2025-01-10,New Cairo,Alexandria,VIP
3635,TXN03636,9ed0fe5f-b3bc-4791-8882-f6eba254da12,Purchase,775.74,2025-07-24,Zamalek,Cairo,Regular
3636,TXN03637,1966d047-db64-4c52-a7e7-eec3ecd5afa3,Withdrawal,2075.45,2024-08-28,New Cairo,Cairo,Regular
3637,TXN03638,16f28319-1a93-4d0c-9655-005dce521176,Deposit,9577.26,2025-04-03,New Cairo,Giza,VIP
3638,TXN03639,69499fce-eeb8-4b7d-9dc3-3d41043486c3,Purchase,6015.16,2024-09-03,New Cairo,Cairo,New
3639,TXN03640,9fb30a4d-c071-4a38-bffc-4f097f1464b3,Deposit,9640.77,2025-07-20,Maadi,Cairo,New
3640,TXN03641,71b0c1fa-a22e-445b-9986-133d8b73aba7,Purchase,1188.22,2025-02-05,Maadi,Mansoura,Regular
3641,TXN03642,aaef0d3e-085a-4d62-8e4d-89f394cbb94e,Purchase,3917.11,2024-11-14,New Cairo,Cairo,VIP
3642,TXN03643,390e9f57-363d-4fb5-abaf-1e8fda095b0c,Withdrawal,7860.73,2025-05-22,Nasr City,Alexandria,New
3643,TXN03644,1d4ff1c8-618e-42a7-8d34-dd8374629fb5,Withdrawal,3059.37,2024-10-08,New Cairo,Mansoura,VIP
3644,TXN03645,1fdb563a-f357-47c5-b836-0477db394550,Withdrawal,2308.79,2024-12-08,Zamalek,Mansoura,Regular
3645,TXN03646,76c53d2b-e9fd-4358-8b33-478af7b5b05b,Purchase,7022.04,2025-01-01,New Cairo,Alexandria,VIP
3646,TXN03647,b42e8714-a515-41ba-9206-e99ae8724434,Purchase,7649.37,2025-05-25,Heliopolis,Cairo,VIP
3647,TXN03648,f08aba21-01f2-48f5-a553-b5aabdbc34f8,Withdrawal,6731.75,2024-12-17,Zamalek,Alexandria,Regular
3648,TXN03649,489a4ca4-81ef-4162-b953-e8bbc83e0032,Purchase,509.17,2024-11-05,Nasr City,Giza,Regular
3649,TXN03650,4eb18c88-43b6-4613-a89f-5f9de12def58,Withdrawal,5519.16,2025-06-15,Maadi,Assiut,Regular
3650,TXN03651,6a2adcad-e8ca-4b2e-8b8e-2d61e71594ff,Deposit,8412.89,2025-04-12,Maadi,Alexandria,New
3651,TXN03652,e8b81813-e672-4bf5-8110-783e3dd6831b,Purchase,2597.37,2025-01-01,Zamalek,Giza,Regular
3652,TXN03653,27439b53-06b8-4c8a-83f9-c74d085d5d01,Deposit,8471.66,2025-05-28,Heliopolis,Mansoura,New
3653,TXN03654,84dac679-d113-45ff-973c-ad845fd90dfe,Purchase,5189.48,2025-06-08,Zamalek,Cairo,VIP
3654,TXN03655,55c87441-5145-46f8-9996-0a38bdc242a8,Withdrawal,4708.43,2024-09-29,Nasr City,Cairo,VIP
3655,TXN03656,6e15c527-fe2a-4cbc-927a-e04ef58b8c61,Purchase,1534.05,2024-10-26,New Cairo,Alexandria,Regular
3656,TXN03657,31523136-6430-4373-b936-a9688e44f2f8,Deposit,5743.45,2025-03-21,Heliopolis,Alexandria,VIP
3657,TXN03658,0d346977-d41b-48bf-a4b0-78a7a4f9a67f,Withdrawal,1546.0,2025-06-01,Zamalek,Giza,Regular
3658,TXN03659,20fda784-6dd9-4879-93ee-36eeee93a4d0,Purchase,9842.17,2025-07-24,Zamalek,Mansoura,New
3659,TXN03660,ba65983d-fa33-4a98-a3f2-0557a2e2d1ca,Withdrawal,9274.29,2024-09-30,New Cairo,Assiut,Regular
3660,TXN03661,846c454c-5170-42ef-a777-c6646732ceca,Deposit,9696.1,2024-09-24,Zamalek,Assiut,Regular
3661,TXN03662,b5c43078-197d-405f-bb20-d1546ff98cf7,Purchase,795.15,2025-06-01,New Cairo,Mansoura,Regular
3662,TXN03663,a1a61f32-1e4d-4cd6-8116-fd6c20572e73,Withdrawal,5656.28,2025-03-06,Maadi,Mansoura,VIP
3663,TXN03664,c31db215-d7d0-4c99-a45a-e8eec8c6a8b1,Purchase,3417.9,2025-03-25,Heliopolis,Cairo,VIP
3664,TXN03665,8d8b3728-d65b-4676-829e-70e0eaaa94c8,Withdrawal,2512.77,2024-09-24,Heliopolis,Mansoura,Regular
3665,TXN03666,17df85b3-3429-48cf-9289-1c31f2de05fd,Purchase,8246.26,2024-08-30,Maadi,Alexandria,New
3666,TXN03667,a0ff3498-02f4-498f-affa-d35606905ba5,Purchase,5122.61,2025-05-20,Nasr City,Giza,New
3667,TXN03668,9e3bc735-071f-4a27-a72e-31b197e1bc36,Purchase,8952.87,2025-04-25,Heliopolis,Assiut,New
3668,TXN03669,142a6f47-f8ef-42ee-abac-12ef8b2e1eb3,Purchase,3842.95,2025-03-04,New Cairo,Mansoura,VIP
3669,TXN03670,bbf282a9-be09-4835-8679-65ab61e548ca,Deposit,4645.83,2024-09-13,New Cairo,Giza,New
3670,TXN03671,a1aa19f0-a26c-4d5a-b426-17e7fbc1085b,Deposit,9885.8,2025-05-22,Heliopolis,Cairo,VIP
3671,TXN03672,a70bba9c-3d5e-49df-afc2-147c5badd755,Deposit,1940.59,2025-07-08,New Cairo,Assiut,Regular
3672,TXN03673,89111a42-319e-458b-8c03-1d1638c4f346,Deposit,9630.82,2025-06-16,Zamalek,Alexandria,Regular
3673,TXN03674,ce9def4e-c7af-4a24-b9ef-9fa83ec8fe58,Withdrawal,5292.23,2025-05-26,Heliopolis,Alexandria,New
3674,TXN03675,a8c51cca-42ae-4c90-8538-620860cb9e17,Purchase,7910.19,2024-08-14,Heliopolis,Alexandria,VIP
3675,TXN03676,24ce1460-ef5a-4491-953d-165346641858,Purchase,8945.64,2025-03-25,Zamalek,Assiut,New
